customer_id,FN,Active,club_member_status,fashion_news_frequency,age,postal_code
005f28c032dc019b7d35e3feb6b39be48b7f73d6f8d96b265e61071813807184,,,ACTIVE,NONE,57.0,51b2b04ade4aba4a76fa31c19880aa674f3cfccfb242c448d8d85a0eb69c4f35
005f53e1388c3999b8b562ad76e48a05595ee6e5d11419a72331b88b8f992ef0,1.0,1.0,ACTIVE,Regularly,54.0,1d55398c7afb383b27d8d44e1b60987280eb537a7266ad9108f8e1aabc9a860d
005f903d2cc33276a548b14a28797fef9d6f4ae3b49c8161b8640cb789a49060,,,ACTIVE,NONE,23.0,41635fe5d28f4088cfb8ea62ce0694aa831b8f844dfef235e1951cffc1c865a8
005fad428070a5a317fbfacdfab69295a944879326605beaf25e6572f12ac653,,,ACTIVE,NONE,65.0,ecaeb9760256954e79bb8f328c790e0a15acd540c43a213d1877943fce1ec0ff
005fca64b9c46931210a102b7a3ff6dc963dc2d3c0001f9ad10b8b88a4ccc7dc,1.0,1.0,ACTIVE,Regularly,21.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
00606d71f03359e0b79f035686f9cada70018684038758ac9bca863359ad8383,,,ACTIVE,NONE,63.0,b17a20116a9a94e98e8170f6b58e25a19c48192271dd6a876bf1a307e2cb959e
00615bb12a4495fea61e9191a809e272d4d0861228c627a7e3ba23c9cdfe20cd,,,ACTIVE,NONE,55.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
00616ead3efe01108451b927cbfcf47d020fe936d2538fd45074a9dbed2f4429,,,ACTIVE,NONE,24.0,cf0a13fe1dd1543790b6f42406e1229434a89a3b31cf185b6c6735cf1addd551
00630b29cd7f9b46b8af118000440d9f0296f29a3049d60ebcf71f17976bcff9,,,ACTIVE,NONE,27.0,5018cf726ab735d5db7488e6303bd0f00d5d8d44294e3d453a4ad6096fd9625e
006339a13fd9bb9a95dfbd2a17b121d22e5172fe4ae25d49e975afac79a10a47,1.0,1.0,ACTIVE,Regularly,24.0,7077ddb8d8bbb46fa7ffdb15310818210fca0c61668ed03def270c201da278b9
0063a5fab642a52b80dcc5561b3a2ef5a06f13f2967a7a9ba7672d139969424c,1.0,1.0,ACTIVE,Regularly,32.0,0c86b1a64736776c6320bda061364eda2e9f927e4a2c2b825970b27367980579
0064cd1ee810d4caabd1182a8f177479b82b18961bd76b6cace9ef1b7a1ba292,1.0,1.0,ACTIVE,Regularly,26.0,61ccec856dcfe7517a6a3d0beb3c7262f8057fc881c386f3800a03c1bd6d0424
0065476fcc39d772289d444eec1c9df0c626f73780f56aadec3f61bf6729b9c8,1.0,1.0,ACTIVE,Regularly,37.0,bf660d7b893e4751a3b3491211290ce50dafa11040007aae0aa6b2c0563eaea1
0065f1928ff9390d7f32945639088384b588e4929fdf3f39678c063a386ae2e7,,,ACTIVE,NONE,52.0,767657e9983641cd909ec325f77502a86a7eb388565cb1b0bbdda8f2616f8f14
0066c01f7b65400009850884c110dc4d0d17c54e33c98aa4f695e3e36c3786c0,,,ACTIVE,NONE,49.0,2704a35f6fc89195ccdbabc81916550b96a2a42724e8f2205f3f07d345859cdf
0066e48aa0ac0774347547958d884e3141c20a83a91664cae8a419880d2656cd,1.0,1.0,ACTIVE,Regularly,22.0,aec385f12251f09c2010673b89815ba7f74c7cb674c4dc47d749e7e98ec74191
00676fdc029ba26f66cc8cfd8af3e995f6be4820ad1286ba6dd1ccab66a63789,1.0,1.0,ACTIVE,Regularly,29.0,2c29ae653a9282cce4151bd87643c907644e09541abc28ae87dea0d1f6603b1c
00686b4fe3ea577b41d9caa524b37d707a1e46aa4c7013143cc895b5a2cc8904,1.0,1.0,ACTIVE,Regularly,24.0,3aeaea543cc96b56cd69a953bca23ded7a855db5318be95f35773a1363613410
006948cffa49c21b20ae896ef63b57977cf9957ddad9c9a233b9c1ddbeffbb7a,,,PRE-CREATE,NONE,55.0,45db9e9a736056e544a737241eb9833c8f346d0e67d56d1ec8f8b7318f6fdc45
00699e1a9d8aed5bcded91bb69be8cf48603a38b09dafc4f29895ac05e94194a,1.0,1.0,ACTIVE,Regularly,42.0,ed22ad9f7b2b39b3a8a754fba1467839e5436409694ed360bfc20d5b1639db9b
006b8ea6bf30e3b50aac718de8e4749a580cf7d126157272923c3336dd034856,,,ACTIVE,NONE,27.0,04b0416b7898bb63b2bf79a20cbd3831e0b03945bf42de2922672c131b75ba90
006c02fa7d5efc9dc8ee2721972d969c384690e07f5f0bdf03eb0f2df12b8e8c,,,ACTIVE,NONE,28.0,67fb1531b6736674695631aacb9e4ca8e126fa5de56a37f1acf6032bda77617e
006d3247fd8b03f7c4b44dca98b712438bb80426984087b7ebde4f2fca4ab4e8,1.0,1.0,ACTIVE,Regularly,20.0,b48f01fda493dcd8de482d76187bad446645be3c57b62638c8cc8d1b011b8a96
006d45b3ec96ab7e10bed18d914a3201dae5596ff5f5a36861fa430929e6f08a,,,ACTIVE,NONE,33.0,ff481afde64bf8b3ef87256b8c7a3463363c1d42d91a107a7323ad5f2882f503
006f42e6b7dde90f3fa8a5c68292cbe79f4ab29f39d614bfb8a8895c31f2a152,1.0,1.0,ACTIVE,Regularly,19.0,0587e6b7788bb69751bf71910a2f9f7c59e8abab7e83dd70b708f7a3254b7929
006febe683d4a7fee7db01d66c749917b5ec5f851960c23a45fd4382f207a154,1.0,1.0,ACTIVE,Regularly,73.0,eec882ea622bc1ddfc50df2e9df476d9f7416c235147d21dec984e3231eab6ae
0073569a706784581f7916cbc61e6af44c9fa52eae38e40520ae092f379a7232,,,ACTIVE,NONE,50.0,88269a7abfac7a3687544b2c4f7830c1d8dd2123e4285e0257a071d0e6c072b5
0074c5948b6c96e7522f6f5c034b46cf08875b9a81c557a02bda0aedac355547,,,ACTIVE,NONE,26.0,2c615abaf850bb6fe714b635c29af62d8f98bd2304e13ffb6a781167d186ac7f
00758087d42362242f455ee773f69da8f8b0a22f0779113a8eb66e4b25dea04f,,,ACTIVE,NONE,23.0,dd918d61d482ed92e3c83219aea195c842101ab74ed80d86419a2f4570d3141b
0075d40b1caef70b06abe1e16e07e2d65fa34f1f7c5d67d337e47089dcad4dc1,,,ACTIVE,NONE,26.0,6e355cfd03c0d2afc57086bc0b75cfade7862fc8efc515961794f1a5b8fb006a
0077d28f629980a6c1f2e575efc28e5a0a0a479f27fde7a85da3e6629a49fd9f,,,ACTIVE,NONE,33.0,3055b879a41996d0382eb82e19dc1987743dee2671b0c6189eeb4f9861aa098a
00784e72d7f929f1104a28fff96fdaf7de344eec4c57ea6b8d9d33608abe8164,1.0,1.0,ACTIVE,Regularly,54.0,b9b464a26eb2e081de57eef378f6d344aaa6c8f0a0e3734e24b405cafdee83f6
0078e9d6a54c1d6bfd30aa6938efcbb9d8ac60ce62b6b6025783a0ce43d2ed44,,,ACTIVE,NONE,23.0,1f3918f556b9a2b4c0ca11a2cc01175d5ac43dd4778581c3dbd67077e279659e
00796ce0bc561897e7047a7b059867aa6424f63ec597e1fbb3a195e48d5f452b,,,ACTIVE,NONE,23.0,acd37e823959feb6ef8d806d2b29b6876acf91fd9d113f360e2b28574e9d60c4
00798566239cb55a329e020fc26201d421d719fa864de252dc56a788e2bb52ba,,,ACTIVE,NONE,24.0,9883f01dc4060bf4a5ca951aeb4bb049c1179ce6a22ca5de617381ad4e94be39
0079995b0cfc581c0706c1d10b9788a9121951ea5e5f27ecf9183f9ff7eaf003,1.0,1.0,ACTIVE,Regularly,44.0,7591f665e7ef097bda35d6d2f285653f3357406b11766b09860e70070462e8a8
007a7f288481f90e2375a73da0965242ed801c350a46f5f546bb4add077b1261,1.0,1.0,ACTIVE,Regularly,27.0,a02a46d7f48a766b77129042bd566b3dd77deacd3d6843e53c83d6d819ba210f
007b15fc68d05d0446249ea3805da09ced59e11e179839f720ce77c91ab1db3b,1.0,1.0,ACTIVE,Regularly,52.0,464a5b915ff8da7b9373a089500a1c14d297e1985b28a0de9f95b8c8f4e479e2
007b4a23f83c4653ba7fce68d264ac3064756ee67c539a51d77ba5381317fa28,1.0,1.0,ACTIVE,Regularly,22.0,f5ebcc9ab281003dc7d9f687f2a272cee8719dc4eb3a0f69d6b0ac71fe9d7928
007c6dfc4527e2f4dd289709eac9f97d5d2614f3b06621370f40794df32d51e8,1.0,,ACTIVE,Regularly,36.0,b4d9127ecfaf29c81d8126344a11d4e20173d59678628106c9bb1dfd5534bb5f
007ccd6cdcaedac58c7e5db694606382a452dfece0df6846d6f84ba7dde7c053,,,ACTIVE,NONE,35.0,47a66058ff422b39f25a10443128f6f5c85b2e94ae324143381d46082aea8343
007dbc5ca7af53c1fe2f25f76a1f869873d328ed1657688be9555a1f110e3b14,,,ACTIVE,NONE,32.0,507a48a9bc6f4ec9bebff20ca4504085498a252d42e2f1e72eb60d4a86dcc02c
007f432a388dc3423b1456bd58fa91c75a5b712db40fb480e9a0c3461577f450,,,ACTIVE,NONE,31.0,23ed78de67152b7c864b20b19799dc6f859b120850c2f9393fbf7fa50d420c06
